Crop,District,Season,State,Year,Latitude (generated),Longitude (generated),Area(in Hectares),Production(in Tonnes)
Cotton(lint),HAILAKANDI,Kharif,ASSAM,2005,24.683,92.566,60,23
Cotton(lint),HAILAKANDI,Kharif,ASSAM,2004,24.683,92.566,55,21
Cotton(lint),HAILAKANDI,Kharif,ASSAM,2003,24.683,92.566,60,23
Cotton(lint),HAILAKANDI,Kharif,ASSAM,2002,24.683,92.566,70,27
Cotton(lint),HAILAKANDI,Kharif,ASSAM,2001,24.683,92.566,60,23
Cotton(lint),HAILAKANDI,Kharif,ASSAM,2000,24.683,92.566,90,34
Cotton(lint),HAILAKANDI,Kharif,ASSAM,1999,24.683,92.566,90,34
Cotton(lint),HAILAKANDI,Kharif,ASSAM,1998,24.683,92.566,90,34
Coconut ('000 Nuts),UDALGURI,Whole year,ASSAM,2010,26.766,92.133,678,2926
Coconut ('000 Nuts),UDALGURI,Whole year,ASSAM,2009,26.766,92.133,630,5043
Coconut ('000 Nuts),UDALGURI,Whole year,ASSAM,2007,26.766,92.133,709,5103
Coconut ('000 Nuts),UDALGURI,Whole year,ASSAM,2006,26.766,92.133,514,3059
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2010,24.683,92.566,280,1536
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2009,24.683,92.566,282,899
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2007,24.683,92.566,280,1288
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2006,24.683,92.566,265,641
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2005,24.683,92.566,220,768
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2003,24.683,92.566,200,487
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2002,24.683,92.566,190,419
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2001,24.683,92.566,178,740
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,2000,24.683,92.566,175,114
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,1999,24.683,92.566,150,290
Coconut ('000 Nuts),HAILAKANDI,Whole year,ASSAM,1998,24.683,92.566,105,614
Citrus Fruit,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,186,893
Citrus Fruit,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,176,0
Cauliflower,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,12,103
Cauliflower,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,10,96
Castor seed,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,50,40
Castor seed,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,150,120
Castor seed,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,7,3
Castor seed,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,18,7
Castor seed,UDALGURI,Rabi,ASSAM,2008,26.766,92.133,28,11
Castor seed,UDALGURI,Kharif,ASSAM,2007,26.766,92.133,2,1
Castor seed,UDALGURI,Kharif,ASSAM,2006,26.766,92.133,1,1
Castor seed,UDALGURI,Kharif,ASSAM,2005,26.766,92.133,5,2
Castor seed,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,4,1
Castor seed,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,5,2
Castor seed,HAILAKANDI,Rabi,ASSAM,2008,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,2007,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,2006,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,2005,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,2004,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,2003,24.683,92.566,6,2
Castor seed,HAILAKANDI,Kharif,ASSAM,2002,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,2001,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,2000,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,1999,24.683,92.566,5,2
Castor seed,HAILAKANDI,Kharif,ASSAM,1998,24.683,92.566,6,2
Carrot,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,18,135
Carrot,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,25,0
Cardamom,DIMAPUR,Kharif,NAGALAND,2006,25.9,93.733,280,430
Cabbage,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,45,549
Cabbage,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,30,396
Brinjal,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,31,146
Brinjal,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,41,0
Bottle Gourd,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,5,36
Black pepper,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,59,101
Black pepper,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,63,113
Black pepper,UDALGURI,Rabi,ASSAM,2008,26.766,92.133,54,107
Black pepper,UDALGURI,Whole year,ASSAM,2007,26.766,92.133,172,273
Black pepper,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,100,193
Black pepper,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,39,75
Black pepper,HAILAKANDI,Rabi,ASSAM,2008,24.683,92.566,20,39
Black pepper,HAILAKANDI,Whole year,ASSAM,2007,24.683,92.566,58,112
Bitter Gourd,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,1,5
Bhindi,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,47,160
Bhindi,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,40,0
Beans & Mutter(Vegetable),CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,103,448
Beans & Mutter(Vegetable),CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,91,245
Barley,DIMAPUR,Rabi,NAGALAND,2010,25.9,93.733,60,90
Barley,DIMAPUR,Rabi,NAGALAND,2004,25.9,93.733,1310,2230
Barley,DIMAPUR,Rabi,NAGALAND,2003,25.9,93.733,1300,2180
Barley,DIMAPUR,Rabi,NAGALAND,2002,25.9,93.733,940,1700
Barley,DIMAPUR,Rabi,NAGALAND,2001,25.9,93.733,630,1260
Barley,DIMAPUR,Rabi,NAGALAND,2000,25.9,93.733,150,230
Banana,CHURACHANDPUR,Whole year,MANIPUR,2007,24.333,93.666,4400,56590
Banana,CHURACHANDPUR,Whole year,MANIPUR,2006,24.333,93.666,370,4760
Banana,CHURACHANDPUR,Summer,MANIPUR,2006,24.333,93.666,20,260
Banana,CHURACHANDPUR,Whole year,MANIPUR,2005,24.333,93.666,60,770
Banana,CHURACHANDPUR,Whole year,MANIPUR,2004,24.333,93.666,290,3730
Banana,CHURACHANDPUR,Whole year,MANIPUR,2003,24.333,93.666,280,2198
Banana,CHURACHANDPUR,Whole year,MANIPUR,2002,24.333,93.666,2690,1850
Banana,CHURACHANDPUR,Whole year,MANIPUR,2001,24.333,93.666,340,4370
Banana,CHURACHANDPUR,Whole year,MANIPUR,2000,24.333,93.666,470,6050
Banana,CHURACHANDPUR,Whole year,MANIPUR,1999,24.333,93.666,390,5010
Banana,CHURACHANDPUR,Winter,MANIPUR,1998,24.333,93.666,140,1800
Banana,CHURACHANDPUR,Rabi,MANIPUR,1998,24.333,93.666,80,1030
Banana,CHURACHANDPUR,Autumn,MANIPUR,1998,24.333,93.666,130,1670
Banana,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,592,7939
Banana,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,541,7175
Banana,UDALGURI,Whole year,ASSAM,2008,26.766,92.133,1163,16270
Banana,UDALGURI,Whole year,ASSAM,2007,26.766,92.133,1165,15029
Banana,UDALGURI,Whole year,ASSAM,2006,26.766,92.133,718,9262
Banana,UDALGURI,Whole year,ASSAM,2005,26.766,92.133,550,7095
Banana,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,1650,20622
Banana,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,1665,20769
Banana,HAILAKANDI,Whole year,ASSAM,2008,24.683,92.566,1587,19996
Banana,HAILAKANDI,Whole year,ASSAM,2007,24.683,92.566,1400,17375
Banana,HAILAKANDI,Whole year,ASSAM,2006,24.683,92.566,1350,16756
Banana,HAILAKANDI,Whole year,ASSAM,2005,24.683,92.566,1250,15515
Banana,HAILAKANDI,Whole year,ASSAM,2003,24.683,92.566,1200,14899
Banana,HAILAKANDI,Whole year,ASSAM,2002,24.683,92.566,1150,14272
Banana,HAILAKANDI,Whole year,ASSAM,2000,24.683,92.566,1000,12410
Banana,HAILAKANDI,Whole year,ASSAM,1999,24.683,92.566,1060,13155
Bajra,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,50,40
Bajra,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,700,660
Bajra,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,570,800
Bajra,DIMAPUR,Kharif,NAGALAND,2003,25.9,93.733,550,940
Bajra,DIMAPUR,Kharif,NAGALAND,2002,25.9,93.733,330,1430
Bajra,DIMAPUR,Kharif,NAGALAND,2001,25.9,93.733,200,140
Bajra,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,190,160
Arhar,DIMAPUR,Kharif,NAGALAND,2010,25.9,93.733,400,370
Arhar,DIMAPUR,Kharif,NAGALAND,2008,25.9,93.733,460,460
Arhar,DIMAPUR,Kharif,NAGALAND,2007,25.9,93.733,810,980
Arhar,DIMAPUR,Kharif,NAGALAND,2006,25.9,93.733,3160,3670
Arhar,DIMAPUR,Kharif,NAGALAND,2005,25.9,93.733,3060,3120
Arhar,DIMAPUR,Kharif,NAGALAND,2004,25.9,93.733,2790,2580
Arhar,DIMAPUR,Kharif,NAGALAND,2003,25.9,93.733,1100,1110
Arhar,DIMAPUR,Kharif,NAGALAND,2001,25.9,93.733,1600,1020
Arhar,DIMAPUR,Kharif,NAGALAND,2000,25.9,93.733,700,690
Arhar,UDALGURI,Kharif,ASSAM,2010,26.766,92.133,251,150
Arhar,UDALGURI,Kharif,ASSAM,2009,26.766,92.133,316,190
Arhar,UDALGURI,Rabi,ASSAM,2008,26.766,92.133,369,221
Arhar,UDALGURI,Kharif,ASSAM,2007,26.766,92.133,163,98
Arhar,UDALGURI,Kharif,ASSAM,2005,26.766,92.133,222,133
Arhar,HAILAKANDI,Kharif,ASSAM,2010,24.683,92.566,170,118
Arhar,HAILAKANDI,Kharif,ASSAM,2009,24.683,92.566,65,45
Arhar,HAILAKANDI,Rabi,ASSAM,2008,24.683,92.566,60,42
Arhar,HAILAKANDI,Kharif,ASSAM,2007,24.683,92.566,55,38
Arhar,HAILAKANDI,Kharif,ASSAM,2005,24.683,92.566,65,45
Arhar,HAILAKANDI,Kharif,ASSAM,2004,24.683,92.566,60,42
Arhar,HAILAKANDI,Kharif,ASSAM,2003,24.683,92.566,60,42
Arhar,HAILAKANDI,Kharif,ASSAM,2002,24.683,92.566,70,48
Arhar,HAILAKANDI,Kharif,ASSAM,2001,24.683,92.566,70,48
Arhar,HAILAKANDI,Kharif,ASSAM,2000,24.683,92.566,70,48
Arhar,HAILAKANDI,Kharif,ASSAM,1999,24.683,92.566,60,41
Arhar,HAILAKANDI,Kharif,ASSAM,1998,24.683,92.566,45,31
Arecanut,UDALGURI,Rabi,ASSAM,2010,26.766,92.133,2200,1841
Arecanut,UDALGURI,Rabi,ASSAM,2009,26.766,92.133,2098,2024
Arecanut,UDALGURI,Whole year,ASSAM,2007,26.766,92.133,1951,1648
Arecanut,UDALGURI,Whole year,ASSAM,2006,26.766,92.133,1995,1046
Arecanut,HAILAKANDI,Rabi,ASSAM,2010,24.683,92.566,2800,2015
Arecanut,HAILAKANDI,Rabi,ASSAM,2009,24.683,92.566,2805,1425
Arecanut,HAILAKANDI,Whole year,ASSAM,2007,24.683,92.566,2850,783
Arecanut,HAILAKANDI,Whole year,ASSAM,2006,24.683,92.566,2900,1190
Arecanut,HAILAKANDI,Whole year,ASSAM,2005,24.683,92.566,2695,1118
Arecanut,HAILAKANDI,Whole year,ASSAM,2003,24.683,92.566,2690,548
Arecanut,HAILAKANDI,Whole year,ASSAM,2002,24.683,92.566,2700,916
Arecanut,HAILAKANDI,Whole year,ASSAM,2001,24.683,92.566,2650,4092
Arecanut,HAILAKANDI,Whole year,ASSAM,2000,24.683,92.566,2600,1601
Arecanut,HAILAKANDI,Whole year,ASSAM,1999,24.683,92.566,2500,2689
Arecanut,HAILAKANDI,Whole year,ASSAM,1998,24.683,92.566,2400,4292
